	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YMR087W	22.0	13.0	36.0	9.0	48.0	29.0	14.0	8.0	13.0
YNL016W	5.0	6.0	19.0	5.0	22.0	16.0	NaN	7.0	2.0
YNL136W	3.0	8.0	15.0	5.0	15.0	10.0	3.0	2.0	12.0
YIR028W	33.0	16.0	43.0	18.0	46.0	33.0	14.0	15.0	16.0
YIR027C	24.0	13.0	25.0	7.0	28.0	23.0	5.0	8.0	19.0
YIR030C	9.0	11.0	18.0	8.0	14.0	14.0	12.0	4.0	8.0
YIR029W	15.0	14.0	21.0	7.0	15.0	14.0	7.0	3.0	8.0
YIR024C	5.0	6.0	6.0	5.0	11.0	4.0	1.0	3.0	1.0
YIR023W	28.0	17.0	19.0	21.0	33.0	13.0	13.0	8.0	15.0
YIR026C	10.0	11.0	15.0	8.0	8.0	11.0	5.0	3.0	5.0
YIR025W	14.0	15.0	11.0	13.0	19.0	12.0	3.0	9.0	9.0
YLR107W	15.0	11.0	23.0	4.0	38.0	18.0	8.0	8.0	21.0
YIR032C	12.0	6.0	23.0	4.0	20.0	8.0	5.0	7.0	3.0
YIR031C	20.0	21.0	28.0	15.0	33.0	26.0	14.0	7.0	11.0
YDL025C	15.0	12.0	24.0	7.0	29.0	21.0	13.0	12.0	9.0
YPR124W	14.0	13.0	37.0	5.0	37.0	21.0	10.0	9.0	6.0
YNL176C	16.0	8.0	31.0	4.0	42.0	27.0	9.0	6.0	6.0
YNL175C	14.0	8.0	20.0	8.0	32.0	12.0	4.0	4.0	2.0
YNL173C	19.0	10.0	32.0	7.0	44.0	25.0	20.0	8.0	12.0
YNL172W	29.0	27.0	22.0	13.0	24.0	23.0	11.0	9.0	10.0
YNL169C	8.0	2.0	14.0	7.0	9.0	8.0	2.0	2.0	1.0
YNL168C	26.0	19.0	36.0	7.0	38.0	22.0	32.0	8.0	21.0
YNL167C	7.0	4.0	23.0	3.0	13.0	18.0	5.0	2.0	6.0
YNL166C	14.0	8.0	16.0	2.0	20.0	10.0	10.0	5.0	7.0
YBR284W	32.0	12.0	33.0	16.0	56.0	33.0	16.0	10.0	24.0
YOL041C	6.0	6.0	27.0	3.0	23.0	26.0	2.0	6.0	2.0
YPR121W	19.0	8.0	18.0	4.0	32.0	19.0	3.0	5.0	11.0
YAR071W	2.0	2.0	4.0	2.0	8.0	5.0	3.0	3.0	4.0
YGR054W	18.0	12.0	41.0	6.0	60.0	40.0	13.0	13.0	7.0
YGR053C	7.0	7.0	16.0	2.0	12.0	4.0	7.0	5.0	9.0
YGR052W	33.0	20.0	38.0	19.0	40.0	28.0	13.0	9.0	16.0
YGR050C	26.0	13.0	39.0	3.0	39.0	33.0	13.0	9.0	10.0
YGR058W	4.0	3.0	10.0	1.0	10.0	6.0	2.0	2.0	4.0
YGR057C	2.0	2.0	4.0	5.0	5.0	6.0	NaN	1.0	1.0
YGR056W	16.0	10.0	28.0	8.0	42.0	20.0	11.0	9.0	13.0
YDR352W	5.0	4.0	8.0	3.0	12.0	6.0	4.0	2.0	5.0
YDR349C	12.0	4.0	25.0	2.0	32.0	5.0	10.0	8.0	22.0
YDR350C	2.0	3.0	23.0	1.0	10.0	7.0	1.0	1.0	1.0
YGR060W	2.0	1.0	1.0	2.0	2.0	NaN	3.0	2.0	2.0
YGR059W	9.0	6.0	15.0	2.0	20.0	9.0	5.0	4.0	10.0
YDR345C	19.0	16.0	48.0	18.0	47.0	36.0	15.0	18.0	8.0
YDR346C	23.0	10.0	34.0	8.0	46.0	21.0	13.0	8.0	13.0
YDR342C	2.0	2.0	6.0	2.0	4.0	4.0	1.0	NaN	3.0
YDR343C	1.0	1.0	3.0	3.0	3.0	3.0	1.0	NaN	1.0
YDR279W	7.0	3.0	15.0	1.0	24.0	6.0	1.0	4.0	5.0
YER187W	10.0	6.0	24.0	5.0	21.0	12.0	4.0	2.0	4.0
YDR276C	4.0	1.0	4.0	2.0	13.0	8.0	3.0	4.0	2.0
YDR277C	17.0	11.0	97.0	6.0	51.0	76.0	18.0	35.0	13.0
YDR273W	8.0	7.0	12.0	NaN	17.0	7.0	5.0	NaN	5.0
YDR275W	19.0	8.0	28.0	7.0	25.0	19.0	4.0	9.0	13.0
YDR270W	23.0	13.0	59.0	10.0	94.0	28.0	11.0	13.0	10.0
YDR272W	15.0	3.0	18.0	4.0	19.0	10.0	6.0	5.0	6.0
YPR181C	16.0	14.0	20.0	17.0	23.0	15.0	3.0	5.0	6.0
YAR029W	1.0	2.0	NaN	1.0	3.0	2.0	NaN	1.0	2.0
YER190W	1.0	2.0	7.0	1.0	13.0	7.0	NaN	NaN	2.0
YDR281C	3.0	NaN	1.0	NaN	1.0	1.0	1.0	1.0	2.0
YDR282C	17.0	11.0	24.0	7.0	25.0	22.0	2.0	8.0	10.0
YBR301W	5.0	9.0	6.0	2.0	8.0	2.0	5.0	NaN	4.0
YLR109W	7.0	5.0	34.0	1.0	32.0	31.0	14.0	8.0	8.0
YPR175W	9.0	2.0	10.0	4.0	10.0	10.0	7.0	6.0	5.0
YOL077C	10.0	7.0	9.0	11.0	19.0	14.0	2.0	7.0	5.0
YPL145C	5.0	5.0	16.0	1.0	3.0	4.0	1.0	2.0	3.0
YLR027C	2.0	2.0	10.0	2.0	6.0	14.0	2.0	4.0	2.0
YPL120W	7.0	4.0	10.0	3.0	8.0	5.0	1.0	1.0	3.0
YPL227C	14.0	16.0	21.0	9.0	20.0	15.0	9.0	6.0	7.0
YAR042W	37.0	43.0	67.0	39.0	84.0	54.0	33.0	25.0	34.0
YDR007W	13.0	9.0	29.0	4.0	16.0	32.0	7.0	16.0	17.0
YDL039C	22.0	11.0	35.0	17.0	35.0	24.0	4.0	16.0	15.0
YAR050W	40.0	28.0	18.0	14.0	37.0	21.0	27.0	6.0	18.0
YER076C	12.0	10.0	19.0	8.0	20.0	14.0	6.0	6.0	11.0
YER077C	11.0	15.0	29.0	8.0	20.0	18.0	4.0	10.0	5.0
YER078C	25.0	25.0	21.0	25.0	62.0	18.0	19.0	7.0	19.0
YER078W-A	16.0	12.0	16.0	9.0	22.0	11.0	15.0	3.0	13.0
YER079W	12.0	6.0	18.0	5.0	13.0	11.0	7.0	1.0	5.0
YER080W	20.0	23.0	33.0	11.0	42.0	25.0	17.0	10.0	16.0
YER081W	32.0	41.0	78.0	18.0	83.0	55.0	29.0	18.0	27.0
YER082C	5.0	1.0	2.0	1.0	3.0	1.0	NaN	1.0	4.0
YER083C	4.0	1.0	29.0	1.0	7.0	6.0	5.0	2.0	3.0
YER084W	4.0	5.0	25.0	1.0	15.0	20.0	6.0	3.0	5.0
YOR010C	5.0	NaN	3.0	NaN	8.0	4.0	4.0	3.0	3.0
YLR452C	7.0	9.0	26.0	3.0	41.0	12.0	8.0	6.0	5.0
YOR008C-A	2.0	2.0	4.0	NaN	4.0	3.0	1.0	1.0	3.0
YOR007C	10.0	9.0	18.0	4.0	25.0	23.0	8.0	4.0	4.0
YOR006C	4.0	2.0	12.0	3.0	6.0	7.0	1.0	3.0	1.0
YFR003C	5.0	9.0	4.0	5.0	9.0	6.0	2.0	2.0	3.0
YFR004W	2.0	1.0	NaN	1.0	NaN	NaN	NaN	NaN	NaN
YOR266W	8.0	5.0	17.0	3.0	30.0	15.0	12.0	12.0	6.0
YMR176W	51.0	42.0	73.0	27.0	86.0	60.0	26.0	18.0	29.0
YMR177W	10.0	9.0	15.0	5.0	21.0	10.0	4.0	2.0	7.0
YPR040W	24.0	12.0	63.0	14.0	56.0	43.0	11.0	13.0	15.0
YFL004W	35.0	19.0	22.0	15.0	35.0	21.0	16.0	8.0	13.0
YFL003C	41.0	31.0	34.0	23.0	69.0	37.0	15.0	15.0	24.0
YMR175W	9.0	6.0	12.0	1.0	14.0	4.0	6.0	7.0	1.0
YMR175W-A	11.0	9.0	23.0	5.0	28.0	18.0	12.0	5.0	5.0
YFL002C	2.0	2.0	8.0	5.0	2.0	7.0	3.0	2.0	4.0
YFL001W	13.0	11.0	19.0	5.0	16.0	35.0	4.0	15.0	7.0
YFR001W	5.0	NaN	4.0	1.0	2.0	2.0	1.0	NaN	NaN
YFR002W	19.0	15.0	21.0	8.0	18.0	15.0	7.0	5.0	6.0
YPL106C	5.0	5.0	11.0	4.0	10.0	10.0	2.0	5.0	3.0
YPL200W	5.0	5.0	7.0	4.0	9.0	4.0	4.0	1.0	8.0
YER065C	36.0	23.0	89.0	18.0	95.0	70.0	26.0	22.0	29.0
YER066W	3.0	8.0	17.0	5.0	15.0	12.0	2.0	5.0	7.0
YPL087W	3.0	9.0	13.0	3.0	17.0	12.0	3.0	1.0	8.0
YOR204W	13.0	11.0	18.0	10.0	20.0	8.0	3.0	9.0	6.0
YER060W	21.0	11.0	33.0	12.0	48.0	26.0	11.0	11.0	12.0
YER060W-A	17.0	14.0	23.0	11.0	47.0	18.0	13.0	3.0	8.0
YER058W	2.0	1.0	12.0	NaN	2.0	6.0	NaN	NaN	1.0
YER059W	3.0	8.0	17.0	2.0	16.0	3.0	7.0	1.0	3.0
YER063W	10.0	8.0	11.0	3.0	16.0	11.0	9.0	5.0	11.0
YER064C	14.0	10.0	30.0	8.0	24.0	18.0	8.0	6.0	11.0
YER061C	12.0	10.0	29.0	4.0	9.0	16.0	4.0	6.0	5.0
YER062C	11.0	8.0	25.0	6.0	18.0	12.0	7.0	4.0	4.0
YLR418C	3.0	3.0	7.0	5.0	20.0	6.0	1.0	5.0	NaN
YDR103W	22.0	11.0	36.0	7.0	20.0	22.0	17.0	17.0	22.0
YCR016W	5.0	10.0	12.0	9.0	17.0	11.0	4.0	3.0	6.0
YLR419W	16.0	11.0	28.0	17.0	41.0	31.0	8.0	10.0	22.0
YLR415C	18.0	13.0	56.0	13.0	56.0	30.0	25.0	11.0	21.0
YMR263W	1.0	NaN	1.0	3.0	4.0	2.0	1.0	1.0	2.0
YMR264W	9.0	8.0	15.0	9.0	10.0	11.0	4.0	3.0	7.0
YJL190C	2.0	4.0	8.0	NaN	7.0	11.0	1.0	2.0	2.0
YPR172W	4.0	5.0	6.0	6.0	19.0	12.0	7.0	5.0	11.0
YMR255W	1.0	1.0	3.0	NaN	1.0	NaN	1.0	1.0	NaN
YLR413W	22.0	10.0	56.0	6.0	41.0	26.0	16.0	9.0	18.0
YIR042C	9.0	8.0	21.0	2.0	22.0	17.0	10.0	3.0	6.0
YMR258C	16.0	13.0	20.0	6.0	38.0	19.0	5.0	3.0	5.0
YMR259C	9.0	9.0	24.0	11.0	35.0	19.0	13.0	8.0	7.0
YMR261C	22.0	17.0	46.0	14.0	50.0	22.0	17.0	10.0	22.0
YLR414C	26.0	13.0	48.0	11.0	48.0	29.0	20.0	10.0	12.0
YCR077C	16.0	20.0	15.0	11.0	17.0	14.0	4.0	4.0	9.0
YHR165C	32.0	33.0	33.0	28.0	34.0	24.0	15.0	10.0	21.0
YDL090C	3.0	NaN	2.0	NaN	NaN	NaN	1.0	1.0	NaN
YLR412W	2.0	NaN	18.0	1.0	12.0	11.0	4.0	2.0	2.0
YLR412C-A	9.0	5.0	8.0	1.0	8.0	3.0	9.0	1.0	10.0
YDR004W	12.0	4.0	20.0	1.0	21.0	14.0	3.0	NaN	2.0
YDR508C	27.0	8.0	101.0	13.0	72.0	32.0	18.0	17.0	15.0
YBR179C	19.0	17.0	25.0	15.0	25.0	22.0	12.0	11.0	4.0
YBR177C	16.0	20.0	28.0	13.0	49.0	26.0	13.0	11.0	14.0
YBR176W	6.0	6.0	16.0	NaN	13.0	9.0	7.0	1.0	8.0
YKR089C	37.0	22.0	70.0	41.0	129.0	31.0	69.0	17.0	41.0
YBR173C	2.0	2.0	1.0	NaN	NaN	NaN	NaN	NaN	NaN
YBR172C	31.0	22.0	53.0	11.0	54.0	46.0	27.0	13.0	19.0
YBR171W	3.0	2.0	5.0	3.0	5.0	2.0	1.0	2.0	3.0
YBR170C	11.0	18.0	20.0	12.0	17.0	10.0	5.0	7.0	11.0
YDL037C	4.0	5.0	14.0	2.0	11.0	7.0	NaN	2.0	1.0
YBR180W	17.0	15.0	20.0	12.0	29.0	17.0	13.0	4.0	16.0
YNL188W	1.0	4.0	4.0	3.0	8.0	7.0	1.0	1.0	NaN
YNL189W	1.0	2.0	3.0	1.0	1.0	2.0	NaN	NaN	1.0
YDR005C	2.0	3.0	15.0	NaN	5.0	4.0	3.0	1.0	3.0
YKR064W	22.0	20.0	62.0	20.0	85.0	24.0	35.0	6.0	21.0
YNL186W	6.0	7.0	15.0	1.0	14.0	8.0	1.0	2.0	2.0
YCR005C	39.0	31.0	142.0	17.0	78.0	101.0	21.0	32.0	24.0
YPR170W-B	5.0	3.0	11.0	6.0	16.0	12.0	5.0	4.0	7.0
YKR086W	16.0	14.0	56.0	38.0	101.0	17.0	38.0	12.0	35.0
YNL187W	11.0	12.0	37.0	8.0	35.0	17.0	7.0	7.0	16.0
YCR026C	46.0	37.0	59.0	21.0	83.0	50.0	40.0	17.0	30.0
YPL119C-A	2.0	1.0	NaN	2.0	5.0	NaN	1.0	2.0	2.0
YCR008W	26.0	17.0	35.0	18.0	59.0	31.0	6.0	8.0	20.0
YML021C	19.0	15.0	21.0	12.0	39.0	23.0	17.0	7.0	13.0
YHR015W	13.0	6.0	14.0	5.0	14.0	13.0	5.0	7.0	9.0
YNL182C	6.0	3.0	10.0	3.0	5.0	8.0	NaN	4.0	7.0
YCL031C	5.0	4.0	3.0	4.0	7.0	2.0	5.0	2.0	2.0
YHR016C	11.0	8.0	17.0	7.0	28.0	7.0	9.0	2.0	14.0
YMR066W	11.0	11.0	29.0	4.0	18.0	28.0	5.0	3.0	8.0
YAR033W	7.0	10.0	10.0	10.0	13.0	11.0	9.0	7.0	5.0
YLR110C	1.0	2.0	8.0	NaN	NaN	8.0	NaN	3.0	NaN
YPR169W	20.0	25.0	20.0	15.0	28.0	20.0	4.0	11.0	14.0
YNL180C	2.0	2.0	10.0	2.0	25.0	4.0	NaN	NaN	1.0
YHR014W	3.0	3.0	1.0	NaN	6.0	5.0	4.0	NaN	5.0
YNL181W	5.0	8.0	7.0	6.0	10.0	8.0	2.0	3.0	1.0
YOR262W	13.0	6.0	5.0	7.0	10.0	14.0	1.0	6.0	5.0
YCR035C	2.0	4.0	4.0	2.0	6.0	4.0	NaN	1.0	1.0
YPR037C	28.0	14.0	53.0	4.0	41.0	38.0	18.0	10.0	11.0
YPR022C	24.0	28.0	46.0	18.0	45.0	40.0	13.0	17.0	23.0
YHR020W	5.0	8.0	7.0	10.0	8.0	4.0	2.0	5.0	8.0
YMR058W	42.0	40.0	111.0	26.0	156.0	102.0	31.0	25.0	27.0
YOL117W	18.0	10.0	22.0	9.0	37.0	15.0	10.0	3.0	10.0
YOL116W	11.0	12.0	28.0	5.0	26.0	12.0	10.0	5.0	14.0
YCL064C	17.0	14.0	34.0	13.0	28.0	42.0	10.0	15.0	13.0
YDL237W	10.0	9.0	10.0	8.0	17.0	11.0	2.0	7.0	5.0
YOL124C	15.0	18.0	28.0	8.0	36.0	20.0	7.0	8.0	6.0
YPR024W	6.0	5.0	3.0	2.0	40.0	6.0	NaN	2.0	5.0
YOL126C	26.0	24.0	50.0	11.0	53.0	35.0	17.0	11.0	14.0
YHR018C	17.0	15.0	15.0	11.0	30.0	20.0	8.0	7.0	19.0
YOL120C	6.0	8.0	5.0	5.0	11.0	12.0	2.0	3.0	3.0
YOL119C	20.0	6.0	31.0	3.0	40.0	26.0	8.0	3.0	10.0
YOL122C	16.0	19.0	40.0	9.0	56.0	27.0	20.0	9.0	19.0
YMR060C	5.0	2.0	12.0	4.0	7.0	9.0	NaN	4.0	1.0
YKL208W	9.0	11.0	25.0	8.0	15.0	14.0	4.0	9.0	3.0
YML014W	4.0	2.0	11.0	4.0	7.0	14.0	5.0	6.0	3.0
YCR015C	14.0	14.0	16.0	17.0	26.0	13.0	13.0	11.0	14.0
YCR053W	11.0	8.0	8.0	9.0	20.0	11.0	8.0	3.0	9.0
YML015C	2.0	3.0	3.0	2.0	3.0	6.0	NaN	2.0	NaN
YLR120C	20.0	12.0	42.0	10.0	51.0	35.0	15.0	8.0	17.0
YMR193W	2.0	1.0	10.0	2.0	2.0	2.0	NaN	3.0	NaN
YLR121C	23.0	22.0	50.0	4.0	46.0	26.0	16.0	13.0	19.0
YPR158W	18.0	14.0	22.0	5.0	25.0	16.0	4.0	5.0	11.0
YCR047C	4.0	3.0	2.0	4.0	5.0	2.0	6.0	NaN	5.0
YMR194W	3.0	2.0	11.0	2.0	7.0	6.0	2.0	1.0	4.0
YDR016C	2.0	1.0	NaN	1.0	1.0	NaN	2.0	NaN	NaN
YKR093W	33.0	35.0	153.0	49.0	177.0	45.0	96.0	14.0	38.0
YMR191W	22.0	18.0	15.0	9.0	27.0	12.0	9.0	4.0	8.0
YAL005C	18.0	17.0	82.0	15.0	61.0	45.0	15.0	15.0	11.0
YPL187W	1.0	1.0	1.0	NaN	1.0	1.0	NaN	NaN	1.0
YDL233W	9.0	2.0	17.0	3.0	18.0	12.0	6.0	2.0	7.0
YJL084C	27.0	16.0	39.0	9.0	52.0	33.0	17.0	8.0	9.0
YKL159C	6.0	8.0	20.0	1.0	11.0	9.0	3.0	1.0	6.0
YKL160W	2.0	1.0	7.0	1.0	3.0	6.0	2.0	NaN	NaN
YDL109C	21.0	16.0	28.0	8.0	34.0	23.0	7.0	6.0	14.0
YDL110C	8.0	3.0	25.0	4.0	23.0	19.0	6.0	7.0	5.0
YDL107W	9.0	5.0	24.0	1.0	12.0	30.0	3.0	6.0	4.0
YDL108W	4.0	4.0	6.0	2.0	9.0	10.0	NaN	2.0	1.0
YKL165C	15.0	15.0	83.0	7.0	23.0	18.0	4.0	10.0	7.0
YKL166C	9.0	6.0	40.0	7.0	33.0	15.0	15.0	6.0	9.0
YKL167C	5.0	2.0	12.0	2.0	6.0	6.0	NaN	2.0	2.0
YKL168C	14.0	15.0	49.0	10.0	41.0	24.0	11.0	12.0	13.0
YKL161C	16.0	11.0	23.0	4.0	14.0	10.0	3.0	3.0	6.0
YKL162C	10.0	11.0	34.0	6.0	28.0	12.0	8.0	8.0	8.0
YKL163W	8.0	4.0	14.0	2.0	6.0	6.0	6.0	2.0	1.0
YKL164C	6.0	3.0	7.0	2.0	4.0	5.0	5.0	1.0	5.0
YKR088C	14.0	6.0	29.0	19.0	44.0	16.0	15.0	7.0	14.0
YMR187C	15.0	10.0	25.0	11.0	27.0	12.0	15.0	3.0	13.0
YBL041W	4.0	3.0	NaN	3.0	3.0	6.0	NaN	2.0	2.0
YBL042C	21.0	24.0	46.0	14.0	66.0	36.0	21.0	16.0	24.0
YBL043W	10.0	7.0	23.0	2.0	24.0	12.0	8.0	4.0	5.0
YBL044W	44.0	34.0	63.0	28.0	72.0	53.0	43.0	29.0	33.0
YBL045C	4.0	1.0	15.0	NaN	7.0	5.0	1.0	NaN	1.0
YBL046W	16.0	18.0	34.0	9.0	35.0	23.0	9.0	8.0	14.0
YBL047C	35.0	31.0	56.0	11.0	61.0	43.0	19.0	23.0	26.0
YBL049W	1.0	2.0	7.0	3.0	5.0	4.0	2.0	NaN	3.0
YBL050W	5.0	3.0	6.0	4.0	8.0	4.0	3.0	2.0	2.0
YBL051C	15.0	9.0	24.0	2.0	12.0	19.0	2.0	8.0	4.0
YJL099W	19.0	20.0	19.0	14.0	31.0	20.0	10.0	5.0	14.0
YCL073C	11.0	16.0	15.0	7.0	20.0	9.0	4.0	2.0	7.0
YKR087C	9.0	11.0	28.0	17.0	54.0	16.0	29.0	6.0	17.0
YKL203C	33.0	53.0	131.0	39.0	74.0	50.0	10.0	26.0	27.0
YKR092C	3.0	5.0	41.0	15.0	41.0	8.0	29.0	5.0	14.0
YKL204W	6.0	6.0	47.0	7.0	10.0	9.0	3.0	5.0	1.0
YAR019C	20.0	22.0	16.0	15.0	34.0	20.0	5.0	10.0	10.0
YJR006W	3.0	3.0	2.0	1.0	2.0	1.0	1.0	NaN	NaN
YLR285C-A	1.0	1.0	12.0	1.0	7.0	8.0	5.0	1.0	2.0
YLR285W	4.0	2.0	6.0	1.0	8.0	3.0	3.0	3.0	1.0
YLR287C	9.0	7.0	13.0	3.0	9.0	4.0	3.0	2.0	5.0
YLR286C	8.0	5.0	14.0	3.0	18.0	10.0	8.0	4.0	7.0
YLR288C	20.0	14.0	38.0	8.0	38.0	26.0	12.0	9.0	11.0
YKR090W	18.0	16.0	50.0	17.0	117.0	21.0	47.0	12.0	26.0
YLR290C	5.0	2.0	4.0	NaN	7.0	1.0	3.0	NaN	4.0
YBR087W	4.0	1.0	4.0	4.0	5.0	2.0	1.0	2.0	1.0
YLR292C	9.0	2.0	13.0	3.0	14.0	11.0	5.0	5.0	5.0
YLR291C	6.0	2.0	3.0	1.0	3.0	2.0	1.0	1.0	2.0
YKR091W	9.0	3.0	15.0	3.0	33.0	7.0	12.0	4.0	8.0
YPL126W	6.0	4.0	4.0	3.0	6.0	6.0	NaN	7.0	4.0
YAL008W	11.0	10.0	8.0	9.0	15.0	13.0	4.0	2.0	11.0
YDL173W	6.0	6.0	14.0	2.0	28.0	7.0	6.0	2.0	7.0
YPL048W	10.0	9.0	28.0	2.0	29.0	25.0	6.0	3.0	8.0
YJR151W-A	1.0	1.0	NaN	1.0	3.0	NaN	NaN	NaN	NaN
YJR151C	22.0	8.0	25.0	9.0	26.0	13.0	13.0	7.0	11.0
YDR063W	7.0	2.0	14.0	5.0	20.0	15.0	2.0	5.0	6.0
YJR148W	29.0	21.0	48.0	7.0	59.0	36.0	16.0	10.0	14.0
YJR147W	25.0	14.0	38.0	5.0	33.0	36.0	16.0	9.0	9.0
YJR150C	4.0	1.0	11.0	2.0	9.0	7.0	3.0	2.0	3.0
YJL133C-A	15.0	12.0	35.0	10.0	29.0	16.0	12.0	12.0	11.0
YJR144W	6.0	14.0	40.0	10.0	17.0	26.0	6.0	13.0	3.0
YJR143C	22.0	17.0	35.0	8.0	16.0	26.0	9.0	9.0	6.0
YJR146W	15.0	8.0	35.0	5.0	30.0	36.0	6.0	12.0	3.0
YPR157W	20.0	15.0	40.0	7.0	59.0	26.0	19.0	13.0	27.0
YKR095W	21.0	26.0	49.0	28.0	77.0	24.0	49.0	11.0	17.0
YKR054C	83.0	69.0	261.0	118.0	440.0	106.0	179.0	47.0	129.0
YKR053C	24.0	17.0	57.0	32.0	107.0	27.0	61.0	7.0	31.0
YCR095W-A	1.0	4.0	3.0	1.0	6.0	3.0	2.0	1.0	1.0
YKR050W	23.0	14.0	59.0	36.0	97.0	61.0	39.0	9.0	34.0
YJL003W	3.0	3.0	11.0	1.0	5.0	9.0	NaN	1.0	1.0
YKR052C	2.0	3.0	22.0	4.0	32.0	11.0	22.0	5.0	8.0
YKR051W	18.0	18.0	54.0	23.0	82.0	27.0	33.0	13.0	27.0
YKR045C	11.0	3.0	24.0	18.0	44.0	30.0	15.0	8.0	11.0
YKR044W	27.0	28.0	72.0	40.0	113.0	70.0	51.0	29.0	37.0
YKR048C	16.0	27.0	37.0	26.0	70.0	44.0	28.0	21.0	16.0
YKR046C	19.0	17.0	44.0	21.0	57.0	30.0	25.0	20.0	24.0
YPR036W-A	7.0	1.0	24.0	2.0	10.0	14.0	3.0	5.0	3.0
YDL009C	1.0	NaN	1.0	NaN	1.0	1.0	NaN	NaN	NaN
YDR062W	8.0	2.0	4.0	2.0	4.0	3.0	1.0	2.0	2.0
YER049W	10.0	9.0	12.0	10.0	25.0	16.0	9.0	5.0	10.0
YOR252W	6.0	2.0	16.0	4.0	17.0	9.0	4.0	2.0	1.0
YDL008W	3.0	3.0	4.0	1.0	8.0	3.0	2.0	3.0	1.0
YPR119W	10.0	8.0	28.0	3.0	32.0	18.0	7.0	6.0	3.0
YOL034W	11.0	14.0	19.0	19.0	34.0	21.0	6.0	11.0	15.0
YNL020C	25.0	14.0	24.0	12.0	56.0	27.0	23.0	12.0	11.0
YDL007W	6.0	3.0	4.0	4.0	4.0	4.0	NaN	1.0	3.0
YLR427W	12.0	11.0	24.0	7.0	36.0	18.0	6.0	4.0	15.0
YGL262W	7.0	4.0	14.0	6.0	22.0	10.0	2.0	1.0	4.0
YGL263W	9.0	8.0	17.0	1.0	30.0	16.0	9.0	2.0	9.0
YFR057W	9.0	4.0	10.0	5.0	5.0	6.0	3.0	1.0	4.0
YFR055W	17.0	18.0	27.0	11.0	31.0	18.0	9.0	8.0	18.0
YFR053C	51.0	39.0	92.0	31.0	74.0	80.0	39.0	20.0	26.0
YFR052W	5.0	4.0	5.0	6.0	4.0	3.0	1.0	6.0	4.0
YFR051C	30.0	30.0	35.0	20.0	30.0	27.0	9.0	7.0	14.0
YNL292W	7.0	3.0	10.0	5.0	15.0	3.0	2.0	1.0	6.0
YCR002C	5.0	6.0	7.0	5.0	4.0	4.0	NaN	2.0	2.0
YCL001W	18.0	11.0	11.0	5.0	12.0	13.0	7.0	7.0	12.0
YCL001W-A	6.0	10.0	2.0	2.0	2.0	1.0	2.0	NaN	2.0
YLR432W	11.0	6.0	32.0	2.0	43.0	19.0	7.0	4.0	9.0
YLR431C	11.0	13.0	21.0	5.0	22.0	12.0	4.0	7.0	11.0
YGL259W	7.0	2.0	7.0	3.0	11.0	3.0	6.0	2.0	1.0
YGL260W	3.0	4.0	4.0	NaN	3.0	1.0	4.0	NaN	3.0
YLR100W	6.0	2.0	3.0	NaN	3.0	2.0	NaN	1.0	1.0
YKR094C	4.0	NaN	35.0	7.0	37.0	4.0	19.0	5.0	1.0
YLR103C	5.0	4.0	2.0	5.0	10.0	2.0	1.0	5.0	2.0
YER048C	7.0	5.0	20.0	7.0	17.0	11.0	6.0	6.0	8.0
YLR105C	2.0	1.0	3.0	NaN	3.0	4.0	NaN	4.0	NaN
YDL165W	4.0	3.0	4.0	2.0	2.0	3.0	2.0	NaN	3.0
YGL043W	12.0	10.0	20.0	7.0	25.0	20.0	6.0	8.0	13.0
YGL041C-B	7.0	5.0	9.0	2.0	12.0	7.0	9.0	5.0	7.0
YGL045W	33.0	33.0	29.0	14.0	94.0	24.0	9.0	11.0	11.0
YGL044C	3.0	1.0	4.0	3.0	7.0	6.0	2.0	2.0	2.0
YGL048C	2.0	2.0	1.0	2.0	5.0	5.0	NaN	2.0	NaN
YGL047W	4.0	1.0	4.0	NaN	7.0	3.0	1.0	NaN	2.0
YGL050W	13.0	5.0	22.0	5.0	21.0	16.0	5.0	1.0	9.0
YGL049C	15.0	15.0	24.0	8.0	32.0	20.0	10.0	9.0	9.0
YGL053W	7.0	2.0	11.0	3.0	10.0	6.0	5.0	NaN	4.0
YGL051W	9.0	7.0	9.0	5.0	24.0	17.0	14.0	5.0	6.0
YJL012C	33.0	38.0	62.0	32.0	116.0	52.0	23.0	16.0	14.0
YJL013C	12.0	6.0	7.0	4.0	16.0	6.0	8.0	2.0	4.0
YJL014W	4.0	7.0	10.0	5.0	7.0	6.0	1.0	2.0	5.0
YJL016W	20.0	13.0	32.0	11.0	31.0	22.0	9.0	13.0	15.0
YJL006C	4.0	5.0	5.0	4.0	6.0	7.0	NaN	3.0	NaN
YJL008C	5.0	4.0	7.0	5.0	9.0	4.0	2.0	3.0	2.0
YJL010C	2.0	4.0	2.0	3.0	NaN	1.0	NaN	NaN	3.0
YJL011C	2.0	NaN	1.0	1.0	4.0	4.0	NaN	1.0	NaN
YKR104W	5.0	3.0	20.0	6.0	11.0	14.0	15.0	3.0	5.0
YKR103W	27.0	27.0	58.0	37.0	57.0	32.0	43.0	18.0	31.0
YJL004C	10.0	21.0	33.0	7.0	28.0	27.0	6.0	9.0	15.0
YJL005W	25.0	18.0	18.0	23.0	33.0	26.0	13.0	12.0	24.0
YNL327W	13.0	7.0	36.0	9.0	37.0	17.0	22.0	6.0	18.0
