	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YKL084W	309.0155280302835	383.09895126662093	303.2885140307044	174.140182847192	272.99160709524233	176.8294479974065	428.518956862425	177.54330788545923	211.07976896359833
YKL085W	180.25905801766538	191.54947563331046	317.7308242226427	43.535045711798	190.45926076412258	186.65330621948465	244.86797534995713	126.81664848961373	153.51255924625335
YKL081W	154.50776401514176	79.81228151387937	404.38468537427246	130.605137135394	228.5511129169471	216.12488088571908	81.62265844998572	228.2699672813047	115.13441943469
YKL082C	90.12952900883269	79.81228151387937	144.42310191938304	87.070091423596	50.78913620376602	49.1192911103907	20.40566461249643	101.45331879169098	57.567209717345
YOL033W	25.751294002523625	47.887368908327616	158.86541211132135	43.535045711798	25.39456810188301	127.71015688701581	61.216993837489284	202.90663758338195	38.37813981156334
YCL059C	51.50258800504725	31.924912605551746	21.663465287907453	108.83761427949499	38.091852152824515	19.64771644415628	40.81132922499286	25.363329697922744	38.37813981156334
YOR104W	103.0051760100945	47.887368908327616	64.99039586372237	21.767522855899	120.6241984839443	68.76700755454698	40.81132922499286	76.08998909376824	57.567209717345
YKR030W	38.62694100378544	79.81228151387937	57.76924076775321	217.67522855898997	88.88098835659054	78.59086577662512	40.81132922499286	177.54330788545923	191.89069905781668
YKR029C	90.12952900883269	223.47438823886222	202.19234268713623	587.723117109273	387.2671635537159	265.24417199610974	244.86797534995713	405.8132751667639	383.78139811563335
YPL271W	12.875647001261813	15.962456302775873	14.442310191938303	43.535045711798	12.697284050941505	29.471574666234417	NaN	50.72665939584549	38.37813981156334
YNL196C	180.25905801766538	191.54947563331046	173.30772230325962	370.04788855028295	146.0187665858273	167.00558977532836	204.0566461249643	202.90663758338195	134.32348934047167
YML001W	90.12952900883269	127.69965042220699	180.52887739922878	21.767522855899	152.36740861129806	206.30102266364094	40.81132922499286	101.45331879169098	76.75627962312667
YPL270W	270.3885870264981	271.36175714718985	310.50966912667354	261.210274270788	393.61580557918666	275.0680302181879	326.4906337999429	304.35995637507295	268.64697868094333
YML002W	566.5284680555199	319.2491260555175	476.596236333964	282.977797126687	533.2859301395432	363.4827542168912	367.30196302493573	507.2665939584549	460.53767773876
YPR007C	206.010352020189	191.54947563331046	303.2885140307044	152.37265999129298	253.9456810188301	314.3634631065005	81.62265844998572	304.35995637507295	249.45790877516168
YDL213C	128.75647001261814	111.73719411943111	129.98079172744474	130.605137135394	101.57827240753204	137.53401510909396	40.81132922499286	152.17997818753648	38.37813981156334
YNL301C	218.88599902145083	239.4368445416381	144.42310191938304	326.51284283848497	196.80790278959333	157.18173155325024	122.43398767497857	228.2699672813047	153.51255924625335
YOR373W	141.63211701387996	175.5870193305346	158.86541211132135	217.67522855898997	146.0187665858273	196.4771644415628	81.62265844998572	126.81664848961373	95.94534952890834
YMR300C	38.62694100378544	15.962456302775873	7.221155095969151	21.767522855899	6.3486420254707525	NaN	NaN	NaN	NaN
YPL228W	103.0051760100945	95.77473781665523	93.87501624759896	65.302568567697	69.83506228017828	58.943149332468835	20.40566461249643	101.45331879169098	76.75627962312667
YPL072W	103.0051760100945	223.47438823886222	115.53848153550642	130.605137135394	139.67012456035656	167.00558977532836	204.0566461249643	228.2699672813047	115.13441943469
YPL207W	334.76682203280717	335.2115823582933	339.3942895105501	391.81541140618197	368.22123747730365	284.89188844026603	510.1416153124107	380.4499454688412	268.64697868094333
YOL026C	12.875647001261813	15.962456302775873	21.663465287907453	43.535045711798	63.486420254707525	19.64771644415628	20.40566461249643	25.363329697922744	19.18906990578167
YDR032C	154.50776401514176	95.77473781665523	158.86541211132135	108.83761427949499	107.92691443300279	98.2385822207814	102.02832306248214	101.45331879169098	115.13441943469
YNL219C	180.25905801766538	63.84982521110349	129.98079172744474	65.302568567697	196.80790278959333	137.53401510909396	142.839652287475	152.17997818753648	95.94534952890834
YJL141C	527.9015270517343	255.39930084441397	151.6442570153522	326.51284283848497	292.0375331716546	314.3634631065005	163.24531689997144	304.35995637507295	134.32348934047167
YDL218W	154.50776401514176	175.5870193305346	129.98079172744474	130.605137135394	171.41333468771032	157.18173155325024	204.0566461249643	253.63329697922745	76.75627962312667
YIL014C-A	51.50258800504725	NaN	43.326930575814906	43.535045711798	25.39456810188301	19.64771644415628	40.81132922499286	NaN	38.37813981156334
